195,The current status of resource centres in Malaysian Tamil Schools / Sundakumari a/p Rengasamy.- Details in Pendeta Discovery
196,Customer satisfaction assesment system for Iran Air / Hanieh Sadat Mojtahedzadeh Sarjami- Details in Pendeta Discovery
197,Cutting and grabbing simulation of laparoscopic cholecystectomy in dekstop environment / Die Hui Hui.- Details in Pendeta Discovery
198,Data hiding for image using double layered embedding mechanism / Alireza Zarrabi.- Details in Pendeta Discovery
199,Data hiding for image using sequential colour cycle algorithm / Delina Beh Mei Yin.- Details in Pendeta Discovery
200,Data mining implementation for libraries / Rabindranath Raj.- Details in Pendeta Discovery
201,|A data mining middleware configurable to support multiple data sources, mining algorithms and model visualizers / Hen Lai Ee.- Details in Pendeta Discovery|
202,Data preparation tool for exploration in data mining / Lee Hock Heng.- Details in Pendeta Discovery
203,A data warehouse for clinical decision support system / Ong Suan Sim.- Details in Pendeta Discovery
204,Data warehousing of plant taxonomic keys for species identification / Sharifalillah Nordin.- Details in Pendeta Discovery
205,A decision support system for the electronic patient's nutritional record using fuzzy logic / Ali Mohammad Hadianfard.- Details in Pendeta Discovery
206,|Decision support system for the selection, implementation and evaluation of Enterprise Resource Planning systems / Zaini bin Zainol.- Details in Pendeta Discovery|
207,Delivery of service oriented architecture web-services for post-graduate students / Ehab Nabiel Mohammed al-Khannaq.- Details in Pendeta Discovery
208,A descriptive study of information and communication technology usage in secondary schools in Petaling Jaya area / Ambar Jeet Singh.- Details in Pendeta Discovery
209,A descriptive study on the research trends of postgraduate students in the sciences / Leelawathy a/p Kanapathy Pillai.- Details in Pendeta Discovery
210,Design and analysis of digital image watermaking using wavelet transform / Wan Azizun binti Wan Adnan.- Details in Pendeta Discovery
211,Design and analysis of lightweight biometric algorithm for mobile phone security / Saied Ali Hosseini Noudeh.- Details in Pendeta Discovery
212,Design and development of domain ontology based on spiral model approach / Hafizullah Amin bin Hashim.- Details in Pendeta Discovery
213,Design and development of training module based on E-Learning features / Rajeswari Karupiah- Details in Pendeta Discovery
214,Design considerations for problem based learning support tools / Khaled Amayreh.- Details in Pendeta Discovery
